X,Y,00:bb:60:5c:28:30,2c:30:33:49:f1:51,a0:63:91:d9:cf:bb,ac:23:16:eb:20:d1,ac:23:16:eb:20:d2,ac:23:16:eb:20:d3,ac:23:16:eb:20:e1,ac:23:16:eb:20:e2,ac:23:16:eb:20:e3,ac:23:16:eb:36:91,ac:23:16:eb:36:92,ac:23:16:eb:36:93,ac:23:16:eb:36:a1,ac:23:16:eb:36:a2,ac:23:16:eb:36:a3,ac:23:16:eb:39:12,ac:23:16:eb:39:13,ac:23:16:eb:39:51,ac:23:16:eb:39:52,ac:23:16:eb:39:53,ac:23:16:eb:39:61,ac:23:16:eb:39:62,ac:23:16:eb:39:63,ac:23:16:eb:3a:12,ac:23:16:eb:3a:d1,ac:23:16:eb:3a:d2,ac:23:16:eb:3a:d3,ac:23:16:eb:3a:e1,ac:23:16:eb:3a:e2,ac:23:16:eb:3a:e3,ac:23:16:eb:3b:d1,ac:23:16:eb:3b:d2,ac:23:16:eb:4b:91,ac:23:16:eb:4b:92,ac:23:16:eb:4b:93,ac:23:16:eb:4b:a1,ac:23:16:eb:4b:a2,ac:23:16:eb:4b:a3,ac:23:16:eb:4b:d1,ac:23:16:eb:4b:d2,ac:23:16:eb:4f:91,ac:23:16:eb:4f:92,ac:23:16:eb:51:51,ac:23:16:eb:51:52,ac:23:16:eb:51:53,ac:23:16:eb:51:61,ac:23:16:eb:51:62,ac:23:16:eb:51:63,ac:23:16:eb:52:d1,ac:23:16:eb:52:d2,ac:23:16:eb:52:d3,ac:23:16:eb:52:e1,ac:23:16:eb:52:e2,ac:23:16:eb:52:e3,ac:23:16:ec:4b:91,ac:23:16:ec:50:d1,ac:23:16:ec:50:d2,ac:23:16:ec:50:d3,ac:23:16:ec:50:e1,ac:23:16:ec:50:e2,ac:23:16:ec:50:e3,ac:23:16:ec:5a:11,ac:23:16:ec:5a:12,ac:23:16:ec:5d:91,ac:23:16:ec:5d:92,ac:23:16:ec:5d:93,ac:23:16:ec:60:12,ac:23:16:ec:65:d3,ac:23:16:ec:65:e1,ac:23:16:ec:65:e2,ac:23:16:ec:68:51,ac:23:16:ec:68:52,ac:23:16:ec:68:53,ac:23:16:ec:68:61,ac:23:16:ec:68:62,ac:23:16:ec:68:63,ac:23:16:ec:6a:51,ac:23:16:ec:6a:52,ac:23:16:ec:6b:91,ac:23:16:ec:6b:92,ac:23:16:ec:6c:11,ac:23:16:ec:6c:12,ac:23:16:ec:6c:13,ac:23:16:ec:6c:22,ac:23:16:ec:6c:23,ac:23:16:ec:70:51,ac:23:16:ec:70:52,ac:23:16:ec:70:53,ac:23:16:ec:70:61,ac:23:16:ec:70:62,ac:23:16:ec:70:63,ac:23:16:ec:70:d1,ac:23:16:ec:71:51,ac:23:16:ec:71:52,ac:23:16:ec:71:53,ac:23:16:ec:71:61,ac:23:16:ec:71:62,ac:23:16:ec:71:63,ac:23:16:ec:7d:11,ac:23:16:ec:7d:12,ac:23:16:ec:82:91,ac:23:16:ec:82:92,ac:23:16:ec:82:93,ac:23:16:ec:82:a1,ac:23:16:ec:82:a2,ac:23:16:ec:82:a3,ac:23:16:ec:82:d1,ac:23:16:ec:82:d2,ac:23:16:ec:82:d3,ac:23:16:ec:82:e1,ac:23:16:ec:82:e2,dc:71:96:91:24:a4,ac:23:16:eb:39:11,ac:23:16:eb:39:21,ac:23:16:eb:39:22,ac:23:16:eb:39:23,ac:23:16:eb:3b:d3,ac:23:16:eb:3d:62,ac:23:16:eb:3d:63,ac:23:16:eb:44:52,ac:23:16:eb:44:61,ac:23:16:eb:44:62,ac:23:16:eb:45:11,ac:23:16:eb:45:12,ac:23:16:eb:45:22,ac:23:16:eb:46:a2,ac:23:16:eb:48:11,ac:23:16:eb:4b:d3,ac:23:16:eb:4d:91,ac:23:16:eb:4d:92,ac:23:16:eb:4d:93,ac:23:16:eb:4f:93,ac:23:16:ec:53:91,ac:23:16:ec:53:92,ac:23:16:ec:53:93,ac:23:16:ec:53:a1,ac:23:16:ec:53:a2,ac:23:16:ec:5a:13,ac:23:16:ec:5a:21,ac:23:16:ec:5a:22,ac:23:16:ec:5d:a1,ac:23:16:ec:5d:a2,ac:23:16:ec:60:11,ac:23:16:ec:60:13,ac:23:16:ec:60:21,ac:23:16:ec:60:22,ac:23:16:ec:6a:53,ac:23:16:ec:6d:11,ac:23:16:ec:6d:12,ac:23:16:ec:6d:13,ac:23:16:ec:6d:21,ac:23:16:ec:6d:22,ac:23:16:ec:80:51,ac:23:16:ec:80:52,ac:23:16:ec:80:53,ac:23:16:ec:83:91,ac:23:16:ec:83:92,ac:23:16:ec:83:93,dc:44:6d:95:54:77,ac:23:16:eb:44:51,ac:23:16:eb:45:13,ac:23:16:eb:45:21,ac:23:16:eb:48:12,ac:23:16:eb:48:13,ac:23:16:eb:48:21,ac:23:16:eb:48:22,ac:23:16:eb:48:51,ac:23:16:eb:48:52,ac:23:16:eb:48:53,ac:23:16:eb:48:61,ac:23:16:eb:48:62,ac:23:16:eb:48:63,ac:23:16:eb:4d:a2,ac:23:16:ec:53:a3,ac:23:16:ec:5d:d1,ac:23:16:ec:5d:d2,ac:23:16:ec:5d:d3,ac:23:16:ec:5d:e2,ac:23:16:ec:60:23,ac:23:16:ec:6a:61,ac:23:16:ec:6a:62,ac:23:16:ec:6d:23,ac:23:16:ec:6f:11,ac:23:16:ec:6f:12,ac:23:16:ec:6f:22,ac:23:16:ec:7d:13,ac:23:16:ec:7d:21,ac:23:16:ec:7d:22,ac:23:16:ec:7d:23,ac:23:16:ec:7d:91,ac:23:16:ec:7d:92,ac:23:16:ec:7d:93,ac:23:16:ec:7d:a1,ac:23:16:ec:7d:a2,ac:23:16:ec:83:a1,ac:23:16:ec:83:a2,ac:23:16:ec:83:a3,ac:23:16:eb:3d:52,ac:23:16:eb:3d:61,ac:23:16:eb:46:92,ac:23:16:eb:46:a1,ac:23:16:ec:65:d1,ac:23:16:ec:65:d2,ac:23:16:eb:3a:11,ac:23:16:ec:4b:92,ac:23:16:ec:6c:21,ac:23:16:ec:70:d2,6c:3b:6b:f5:1c:7b,ac:23:16:eb:44:53,ac:23:16:ec:5d:d4,ac:23:16:ec:6a:63,ac:23:16:ec:6f:13,ac:23:16:ec:78:52,a0:63:91:d9:cf:ba,ac:23:16:ec:65:e3,ac:23:16:eb:3b:e2,ac:23:16:eb:4b:e1,ac:23:16:eb:4d:a1,ac:23:16:ec:70:d3,ac:23:16:eb:3d:51,ac:23:16:eb:3b:e1,ac:23:16:eb:4b:e2,ac:23:16:ec:5d:a3,ac:23:16:ec:6f:14,ac:23:16:eb:46:91,ac:23:16:eb:46:93,ac:23:16:eb:44:63
-21.89875528,-21.88221693,-66,-100,-100,-77,-77,-77,-79,-79,-100,-54,-53,-54,-68,-68,-68,-68,-77,-66,-67,-67,-79,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-79,-79,-79,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-78,-100,-100,-79,-100,-100,-100,-100,-68,-75,-100,-79,-79,-77,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100
-21.24965306,-22.61560115,-66,-100,-100,-79,-78,-78,-79,-79,-100,-53,-53,-54,-66,-67,-67,-100,-73,-68,-68,-69,-79,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-72,-75,-75,-76,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-68,-75,-100,-79,-76,-76,-76,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100
-21.60953881,-23.42052948,-63,-100,-100,-79,-71,-71,-79,-78,-100,-48,-48,-49,-68,-68,-68,-100,-79,-73,-73,-74,-79,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-79,-79,-79,-76,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-69,-75,-100,-79,-76,-77,-78,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.4547571,-23.19134423,-63,-100,-100,-79,-71,-71,-79,-78,-100,-48,-48,-49,-68,-68,-68,-100,-79,-73,-73,-74,-79,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-79,-79,-79,-76,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-69,-75,-100,-79,-76,-77,-78,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.33365571,-22.29243463,-70,-100,-100,-73,-73,-73,-79,-79,-100,-49,-49,-49,-66,-67,-66,-100,-75,-67,-68,-68,-79,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-74,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-75,-79,-79,-76,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-69,-75,-100,-78,-75,-79,-79,-79,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-21.45368356,-22.28924327,-70,-100,-100,-73,-73,-73,-79,-79,-100,-49,-49,-49,-66,-67,-66,-100,-75,-67,-68,-68,-79,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-74,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-75,-79,-79,-76,-100,-100,-100,-72,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-69,-75,-100,-78,-75,-79,-79,-79,-75,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-21.33788682,-23.20969201,-68,-100,-100,-72,-72,-72,-77,-77,-100,-50,-50,-51,-67,-67,-67,-100,-73,-66,-66,-66,-76,-76,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-64,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-75,-79,-79,-76,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-78,-79,-79,-100,-100,-73,-75,-100,-78,-77,-79,-79,-79,-75,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.20647219,-23.41021387,-68,-100,-100,-72,-72,-72,-77,-77,-100,-50,-50,-51,-67,-67,-67,-100,-73,-66,-66,-66,-76,-76,-100,-100,-72,-100,-100,-79,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-64,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-75,-79,-79,-76,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-77,-77,-77,-100,-100,-78,-79,-79,-100,-100,-73,-75,-100,-78,-77,-79,-79,-79,-75,-75,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-23.13861131,-23.67830852,-58,-100,-100,-74,-74,-74,-79,-79,-78,-49,-49,-49,-66,-66,-66,-100,-73,-70,-70,-71,-76,-79,-76,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-64,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-77,-100,-77,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-79,-77,-79,-100,-100,-78,-79,-79,-100,-100,-75,-75,-79,-79,-77,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-23.09427387,-24.393779,-58,-100,-100,-74,-74,-74,-79,-79,-78,-49,-49,-49,-66,-66,-66,-100,-73,-70,-70,-71,-76,-79,-76,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-64,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-77,-100,-77,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-79,-77,-79,-100,-100,-78,-79,-79,-100,-100,-75,-75,-79,-79,-77,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.34906609,-24.64941369,-77,-100,-100,-72,-72,-72,-79,-79,-78,-55,-55,-55,-67,-67,-66,-100,-73,-63,-63,-64,-76,-79,-76,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-64,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-77,-79,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-77,-78,-78,-100,-100,-79,-79,-79,-100,-100,-75,-100,-79,-79,-76,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-21.86095684,-24.0929442,-77,-100,-100,-72,-72,-72,-79,-79,-78,-55,-55,-55,-67,-67,-66,-100,-73,-63,-63,-64,-76,-79,-76,-100,-79,-79,-100,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-64,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-77,-79,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-77,-78,-78,-100,-100,-79,-79,-79,-100,-100,-75,-100,-79,-79,-76,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.22440629,-23.3849611,-79,-100,-100,-72,-70,-70,-79,-79,-100,-51,-51,-52,-60,-60,-61,-100,-100,-63,-64,-64,-79,-79,-100,-100,-79,-79,-79,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-76,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-74,-79,-100,-79,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-79,-78,-78,-100,-100,-79,-79,-79,-100,-100,-75,-100,-79,-79,-75,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-22.96983508,-23.44958658,-79,-100,-100,-72,-70,-70,-79,-79,-100,-51,-51,-52,-60,-60,-61,-100,-100,-63,-64,-64,-79,-79,-100,-100,-79,-79,-79,-79,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-76,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-74,-79,-100,-79,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-79,-78,-78,-100,-100,-79,-79,-79,-100,-100,-75,-100,-79,-79,-75,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-23.75965906,-23.33804868,-73,-100,-100,-74,-70,-74,-79,-79,-100,-50,-50,-51,-63,-64,-63,-100,-100,-70,-70,-71,-79,-79,-100,-100,-79,-79,-100,-79,-100,-100,-100,-100,-77,-78,-76,-100,-100,-100,-100,-100,-100,-79,-100,-72,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-74,-79,-100,-79,-100,-100,-100,-79,-79,-100,-79,-100,-100,-100,-79,-100,-100,-79,-100,-100,-79,-78,-78,-100,-100,-79,-79,-79,-79,-100,-71,-100,-79,-79,-73,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
